,radiusOfRing_Ring,radiusOfRing_section,radiusOfRing_bar,mass,restitution,lateralFriction,spinningFriction,rollingFriction,position,velocity,angularVelocity,time
305,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.21 -0.1  96.5 ],[-0.38  0.21 -0.43],[-1.12 -0.09  3.73],1.2708333333333333
306,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.21 -0.1  96.49],[-0.25  0.19 -0.33],[-1.67 -0.1   3.6 ],1.275
307,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.21 -0.1  96.49],[-0.15  0.19 -0.24],[-1.87 -0.1   3.59],1.2791666666666666
308,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.21 -0.1  96.49],[ 0.18  0.14 -0.02],[-1.99 -0.11  4.36],1.2833333333333332
309,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.21 -0.1  96.49],[0.14 0.19 0.04],[-2.41 -0.12  4.01],1.2875
310,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.21 -0.1  96.49],[0.18 0.19 0.08],[-3.15 -0.13  4.12],1.2916666666666667
311,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.100e-01 -9.000e-02  9.649e+01],[0.09 0.22 0.06],[-3.19 -0.13  3.77],1.2958333333333334
312,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.10e-01 -9.00e-02  9.65e+01],[0.12 0.23 0.1 ],[-3.89 -0.14  4.1 ],1.3
313,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.10e-01 -9.00e-02  9.65e+01],[0.08 0.25 0.15],[-4.52 -0.16  4.1 ],1.3041666666666667
314,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.10e-01 -9.00e-02  9.65e+01],[0.02 0.29 0.18],[-4.67 -0.16  4.13],1.3083333333333333
315,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.10e-01 -9.00e-02  9.65e+01],[0.06 0.28 0.2 ],[-4.75 -0.16  4.28],1.3125
316,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.10e-01 -9.00e-02  9.65e+01],[0.23 0.22 0.2 ],[-4.9  -0.16  4.82],1.3166666666666667
317,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.10e-01 -9.00e-02  9.65e+01],[0.17 0.23 0.19],[-4.79 -0.15  4.74],1.3208333333333333
318,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.10e-01 -9.00e-02  9.65e+01],[0.23 0.22 0.19],[-5.13 -0.16  4.87],1.325
319,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.10e-01 -9.00e-02  9.65e+01],[0.16 0.27 0.21],[-5.25 -0.16  4.45],1.3291666666666666
320,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.10e-01 -9.00e-02  9.65e+01],[0.15 0.25 0.21],[-5.38 -0.17  4.65],1.3333333333333333
321,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.20e-01 -8.00e-02  9.65e+01],[0.16 0.32 0.23],[-5.65 -0.17  4.3 ],1.3375
322,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.20e-01 -8.00e-02  9.65e+01],[0.12 0.33 0.19],[-6.18 -0.18  4.62],1.3416666666666666
323,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.20e-01 -8.00e-02  9.65e+01],[0.1  0.35 0.26],[-5.37 -0.15  4.44],1.3458333333333332
324,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.200e-01 -8.000e-02  9.651e+01],[0.2  0.48 0.37],[-5.81 -0.16  4.9 ],1.35
325,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.200e-01 -8.000e-02  9.651e+01],[0.21 0.53 0.36],[-6.44 -0.17  5.56],1.3541666666666667
326,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.200e-01 -7.000e-02  9.651e+01],[0.26 0.53 0.41],[-5.98 -0.16  6.13],1.3583333333333334
327,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.200e-01 -7.000e-02  9.651e+01],[0.22 0.6  0.42],[-6.21 -0.16  6.41],1.3625
328,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.200e-01 -7.000e-02  9.651e+01],[0.18 0.6  0.44],[-6.26 -0.16  6.63],1.3666666666666667
329,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.200e-01 -7.000e-02  9.651e+01],[0.16 0.62 0.48],[-6.36 -0.16  6.97],1.3708333333333333
330,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.200e-01 -6.000e-02  9.652e+01],[0.16 0.64 0.53],[-6.35 -0.16  7.11],1.375
331,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.200e-01 -6.000e-02  9.652e+01],[0.15 0.66 0.57],[-6.38 -0.15  7.77],1.3791666666666667
332,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.200e-01 -6.000e-02  9.652e+01],[0.14 0.66 0.58],[-6.27 -0.15  7.75],1.3833333333333333
333,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.200e-01 -6.000e-02  9.652e+01],[0.14 0.69 0.55],[-6.14 -0.14  7.89],1.3875
334,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.200e-01 -5.000e-02  9.653e+01],[0.12 0.67 0.51],[-6.14 -0.14  8.27],1.3916666666666666
335,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.200e-01 -5.000e-02  9.653e+01],[0.09 0.66 0.45],[-6.04 -0.13  8.44],1.3958333333333333
336,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.300e-01 -5.000e-02  9.653e+01],[0.06 0.63 0.39],[-6.09 -0.13  8.73],1.4
337,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.300e-01 -5.000e-02  9.653e+01],[0.02 0.61 0.34],[-6.16 -0.13  9.11],1.4041666666666666
338,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.300e-01 -4.000e-02  9.653e+01],[0.08 0.49 0.25],[-5.9  -0.12  9.38],1.4083333333333332
339,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.300e-01 -4.000e-02  9.653e+01],[-0.01  0.48  0.2 ],[-5.91 -0.12  8.88],1.4125
340,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.300e-01 -4.000e-02  9.653e+01],[-0.06  0.45  0.16],[-5.95 -0.12  9.07],1.4166666666666667
341,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.300e-01 -4.000e-02  9.653e+01],[0.12 0.29 0.13],[-5.05 -0.1   9.84],1.4208333333333334
342,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.300e-01 -4.000e-02  9.653e+01],[0.22 0.22 0.12],[-4.82 -0.09  9.7 ],1.425
343,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.300e-01 -4.000e-02  9.654e+01],[0.2  0.19 0.12],[-4.54 -0.08  9.85],1.4291666666666667
344,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.300e-01 -4.000e-02  9.654e+01],[0.08 0.19 0.11],[-4.9  -0.09 10.3 ],1.4333333333333333
345,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.300e-01 -3.000e-02  9.654e+01],[0.02 0.2  0.11],[-5.04 -0.09 10.62],1.4375
346,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.300e-01 -3.000e-02  9.654e+01],[0.02 0.17 0.07],[-5.02 -0.09 10.65],1.4416666666666667
347,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.300e-01 -3.000e-02  9.654e+01],[-0.06  0.18  0.08],[-5.24 -0.09 11.11],1.4458333333333333
348,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.300e-01 -3.000e-02  9.654e+01],[0.1  0.16 0.05],[-4.71 -0.08 11.38],1.45
349,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.300e-01 -3.000e-02  9.654e+01],[0.12 0.15 0.05],[-4.38 -0.07 11.53],1.4541666666666666
350,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.300e-01 -3.000e-02  9.654e+01],[ 0.21  0.13 -0.03],[-4.09 -0.07 12.16],1.4583333333333333
351,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.300e-01 -3.000e-02  9.654e+01],[ 0.25  0.13 -0.13],[-4.56 -0.08 12.62],1.4625
352,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.300e-01 -3.000e-02  9.654e+01],[ 0.19  0.14 -0.2 ],[-4.5  -0.08 12.97],1.4666666666666666
353,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.300e-01 -3.000e-02  9.653e+01],[ 0.3  -0.02 -0.39],[-3.99 -0.07 13.69],1.4708333333333332
354,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.300e-01 -3.000e-02  9.653e+01],[ 0.36 -0.11 -0.54],[-3.74 -0.06 13.91],1.475
355,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.400e-01 -3.000e-02  9.653e+01],[ 0.43 -0.17 -0.63],[-3.45 -0.05 14.13],1.4791666666666667
356,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.400e-01 -3.000e-02  9.653e+01],[ 0.56 -0.2  -0.74],[-2.96 -0.04 14.02],1.4833333333333334
357,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.400e-01 -3.000e-02  9.652e+01],[ 0.65 -0.2  -0.84],[-2.48 -0.03 14.11],1.4875
358,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.400e-01 -3.000e-02  9.652e+01],[ 0.87 -0.22 -0.98],[-2.14 -0.02 14.46],1.4916666666666667
359,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.500e-01 -4.000e-02  9.651e+01],[ 1.05 -0.2  -1.13],[-1.510e+00 -1.000e-02  1.485e+01],1.4958333333333333
360,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.500e-01 -4.000e-02  9.651e+01],[ 1.24 -0.14 -1.25],[-0.98  0.   15.25],1.5
361,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.60e-01 -4.00e-02  9.65e+01],[ 1.4  -0.08 -1.35],[-0.46  0.02 15.82],1.5041666666666667
362,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.70e-01 -4.00e-02  9.65e+01],[ 1.55  0.07 -1.48],[ 0.2   0.03 15.68],1.5083333333333333
363,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.700e-01 -3.000e-02  9.649e+01],[ 1.72  0.22 -1.58],[ 0.73  0.05 15.88],1.5125
364,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.800e-01 -3.000e-02  9.648e+01],[ 1.88  0.42 -1.68],[ 1.27  0.06 15.86],1.5166666666666666
365,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.900e-01 -3.000e-02  9.648e+01],[ 2.03  0.62 -1.77],[ 1.69  0.08 15.82],1.5208333333333333
366,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 3.000e-01 -3.000e-02  9.647e+01],[ 2.16  0.84 -1.89],[ 1.95  0.08 15.6 ],1.525
367,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 3.100e-01 -2.000e-02  9.646e+01],[ 2.29  1.06 -1.99],[ 2.2   0.09 15.39],1.5291666666666666
368,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 3.200e-01 -2.000e-02  9.645e+01],[ 2.42  1.27 -2.07],[ 2.44  0.1  15.49],1.5333333333333332
369,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 3.300e-01 -1.000e-02  9.644e+01],[ 2.5   1.49 -2.16],[ 2.72  0.1  15.68],1.5375
370,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.34 -0.   96.43],[ 2.55  1.73 -2.25],[ 3.04  0.12 15.86],1.5416666666666667
371,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.35  0.   96.42],[ 2.56  1.98 -2.33],[ 3.4   0.13 15.89],1.5458333333333334
372,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[3.600e-01 1.000e-02 9.641e+01],[ 2.54  2.26 -2.42],[ 3.73  0.14 15.73],1.55
373,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[3.70e-01 2.00e-02 9.64e+01],[ 2.47  2.57 -2.53],[ 4.03  0.16 15.5 ],1.5541666666666667
374,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[3.800e-01 4.000e-02 9.639e+01],[ 2.41  2.88 -2.62],[ 4.26  0.17 15.21],1.5583333333333333
375,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[3.900e-01 5.000e-02 9.638e+01],[ 2.25  3.07 -2.61],[ 4.58  0.18 16.79],1.5625
376,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[4.000e-01 6.000e-02 9.637e+01],[ 2.1   3.39 -2.68],[ 4.42  0.18 15.29],1.5666666666666667
377,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[4.100e-01 8.000e-02 9.636e+01],[ 2.03  3.72 -2.77],[ 4.62  0.19 14.73],1.5708333333333333
378,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.42  0.1  96.35],[ 1.93  4.04 -2.86],[ 4.75  0.2  14.47],1.575
379,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.42  0.11 96.33],[ 1.81  4.35 -2.96],[ 4.95  0.21 14.49],1.5791666666666666
380,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.43  0.13 96.32],[ 1.64  4.64 -3.07],[ 5.25  0.23 14.42],1.5833333333333333
381,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.44  0.15 96.31],[ 1.4   4.91 -3.19],[ 5.55  0.24 14.54],1.5875
382,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.44  0.18 96.29],[ 1.11  5.16 -3.3 ],[ 5.94  0.27 14.68],1.5916666666666666
383,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.44  0.2  96.28],[ 0.8   5.41 -3.41],[ 6.18  0.28 13.85],1.5958333333333332
384,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.45  0.22 96.26],[ 0.49  5.67 -3.54],[ 6.25  0.29 13.27],1.6
385,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.45  0.25 96.25],[ 0.1   5.79 -3.62],[ 6.98  0.33 14.57],1.6041666666666667
386,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.45  0.27 96.23],[-0.3   5.93 -3.7 ],[ 6.95  0.34 13.15],1.6083333333333334
387,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.44  0.3  96.22],[-0.68  6.11 -3.8 ],[ 6.79  0.34 12.19],1.6125
388,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.44  0.32 96.2 ],[-1.05  6.28 -3.92],[ 6.75  0.35 11.44],1.6166666666666667
389,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.43  0.35 96.19],[-1.49  6.4  -4.05],[ 6.78  0.36 11.12],1.6208333333333333
390,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.42  0.38 96.17],[-1.96  6.46 -4.19],[ 6.88  0.38 10.78],1.625
391,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.41  0.4  96.15],[-2.46  6.46 -4.31],[ 6.87  0.39 10.27],1.6291666666666667
392,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.4   0.43 96.13],[-2.96  6.43 -4.42],[ 6.71 -0.34  9.3 ],1.6333333333333333
393,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.39  0.46 96.11],[-3.44  6.4  -4.53],[ 6.46 -0.32  8.55],1.6375
394,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.37  0.48 96.09],[-3.89  6.33 -4.64],[ 6.19 -0.29  7.87],1.6416666666666666
395,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.35  0.51 96.07],[-4.35  6.21 -4.75],[ 5.85 -0.26  7.38],1.6458333333333333
396,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.33  0.53 96.05],[-4.81  6.03 -4.85],[ 5.5  -0.23  6.98],1.65
397,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.31  0.56 96.03],[-5.28  5.8  -4.96],[ 5.31 -0.21  6.75],1.6541666666666666
398,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.29  0.58 96.01],[-5.75  5.52 -5.06],[ 5.14 -0.19  6.3 ],1.6583333333333332
399,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.26  0.6  95.99],[-6.19  5.21 -5.17],[ 4.93 -0.17  5.73],1.6624999999999999
400,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.23  0.62 95.97],[-6.63  4.85 -5.29],[ 4.92 -0.16  5.78],1.6666666666666667
401,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.2   0.64 95.95],[-7.06  4.4  -5.39],[ 4.71 -0.14  5.35],1.6708333333333334
402,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.17  0.66 95.92],[-7.41  3.95 -5.48],[ 4.39 -0.11  4.57],1.675
403,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.14  0.67 95.9 ],[-7.74  3.5  -5.57],[ 3.68 -0.06  4.01],1.6791666666666667
404,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.11  0.68 95.88],[-8.05  2.98 -5.67],[ 3.15 -0.03  3.57],1.6833333333333333
405,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[7.000e-02 6.900e-01 9.585e+01],[-8.32  2.42 -5.75],[2.32 0.02 3.28],1.6875
406,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[4.000e-02 7.000e-01 9.583e+01],[-8.55  1.82 -5.83],[1.77 0.05 2.96],1.6916666666666667
407,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.    0.71 95.8 ],[-8.73  1.22 -5.9 ],[1.   0.1  2.91],1.6958333333333333
408,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-4.000e-02  7.100e-01  9.578e+01],[-8.87  0.59 -5.97],[0.75 0.12 2.81],1.7
409,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-7.000e-02  7.100e-01  9.575e+01],[-8.91 -0.08 -5.98],[0.16 0.15 2.92],1.7041666666666666
410,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11  0.71 95.73],[-8.89 -0.74 -5.98],[-0.44  0.18  2.57],1.7083333333333333
411,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.15  0.7  95.7 ],[-8.83 -1.35 -6.  ],[-0.86  0.2   1.81],1.7125
412,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.18  0.69 95.68],[-8.74 -1.93 -6.02],[-1.62  0.24  1.77],1.7166666666666666
413,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.22  0.68 95.65],[-8.6  -2.51 -6.02],[-2.4   0.28  2.  ],1.7208333333333332
414,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.26  0.67 95.63],[-8.41 -3.09 -6.02],[-3.19  0.31  2.27],1.7249999999999999
415,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.29  0.65 95.6 ],[-8.18 -3.66 -6.01],[-3.88  0.34  2.59],1.7291666666666667
416,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.32  0.64 95.58],[-7.92 -4.21 -5.99],[-4.45  0.37  2.93],1.7333333333333334
417,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.35  0.62 95.55],[-7.62 -4.75 -5.95],[-4.99  0.39  3.47],1.7375
418,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.38  0.59 95.53],[-7.26 -5.26 -5.9 ],[-5.34  0.4   3.75],1.7416666666666667
419,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.41  0.57 95.5 ],[-6.86 -5.71 -5.85],[-5.74  0.41  3.67],1.7458333333333333
420,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.44  0.54 95.48],[-6.45 -6.16 -5.81],[-6.17  0.43  3.7 ],1.75
421,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.46  0.52 95.46],[-6.01 -6.59 -5.78],[-6.57  0.45  3.84],1.7541666666666667
422,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.49  0.49 95.43],[-5.52 -6.98 -5.73],[-7.05  0.46  4.1 ],1.7583333333333333
423,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.51  0.46 95.41],[-5.   -7.32 -5.69],[-7.58  0.48  4.91],1.7625
424,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.53  0.43 95.38],[-4.45 -7.61 -5.64],[-7.84  0.48  5.34],1.7666666666666666
425,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.54  0.39 95.36],[-3.86 -7.82 -5.57],[-8.3   0.49  5.97],1.7708333333333333
426,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.56  0.36 95.34],[-3.24 -7.99 -5.49],[-9.04  0.52  6.7 ],1.775
427,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.57  0.33 95.32],[-2.62 -8.1  -5.4 ],[-9.36  0.52  7.38],1.7791666666666666
428,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.58  0.29 95.29],[-2.   -8.15 -5.31],[-9.51  0.51  8.13],1.7833333333333332
429,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.58  0.26 95.27],[-1.39 -8.16 -5.2 ],[-9.63  0.5   8.94],1.7874999999999999
430,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.58  0.22 95.25],[-0.78 -8.1  -5.09],[-9.7   0.49  9.91],1.7916666666666667
431,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.59  0.19 95.23],[-0.2  -7.96 -4.97],[-9.63  0.47 10.86],1.7958333333333334
432,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.58  0.16 95.21],[ 0.36 -7.78 -4.83],[-9.51  0.45 11.72],1.8
433,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.58  0.13 95.19],[ 0.88 -7.55 -4.7 ],[-9.5   0.43 12.68],1.8041666666666667
434,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.57  0.1  95.17],[ 1.36 -7.27 -4.56],[-9.32  0.41 13.51],1.8083333333333333
435,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.700e-01  7.000e-02  9.515e+01],[ 1.81 -6.97 -4.43],[-9.12  0.39 14.24],1.8125
436,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.600e-01  4.000e-02  9.514e+01],[ 2.21 -6.64 -4.29],[-8.84  0.36 14.95],1.8166666666666667
437,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.500e-01  1.000e-02  9.512e+01],[ 2.59 -6.29 -4.16],[-8.56  0.34 15.63],1.8208333333333333
438,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.40e-01 -1.00e-02  9.51e+01],[ 2.89 -5.91 -4.02],[-8.11  0.31 16.41],1.825
439,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.200e-01 -3.000e-02  9.509e+01],[ 3.13 -5.52 -3.88],[-7.54  0.28 17.03],1.8291666666666666
440,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.100e-01 -5.000e-02  9.507e+01],[ 3.35 -5.13 -3.74],[-7.01  0.26 17.53],1.8333333333333333
441,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-4.900e-01 -7.000e-02  9.505e+01],[ 3.54 -4.75 -3.6 ],[-6.45  0.23 17.95],1.8375
442,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-4.800e-01 -9.000e-02  9.504e+01],[ 3.69 -4.35 -3.46],[-5.84  0.2  18.33],1.8416666666666666
443,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.46 -0.11 95.03],[ 3.83 -3.97 -3.32],[-5.36  0.18 18.6 ],1.8458333333333332
444,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.45 -0.12 95.01],[ 3.92 -3.59 -3.19],[-4.79  0.16 18.89],1.8499999999999999
445,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.43 -0.14 95.  ],[ 3.98 -3.22 -3.05],[-4.26  0.14 19.11],1.8541666666666667
446,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.41 -0.15 94.99],[ 4.   -2.85 -2.92],[-3.73  0.12 19.35],1.8583333333333334
447,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.4  -0.16 94.98],[ 3.99 -2.5  -2.8 ],[-3.07  0.1  19.39],1.8625
448,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.38 -0.17 94.97],[ 3.98 -2.17 -2.69],[-2.51  0.08 19.31],1.8666666666666667
449,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.36 -0.18 94.95],[ 3.98 -1.84 -2.57],[-2.41  0.08 19.34],1.8708333333333333
450,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.35 -0.18 94.94],[ 3.91 -1.52 -2.46],[-2.01  0.07 19.44],1.875
451,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.33 -0.19 94.93],[ 3.82 -1.19 -2.34],[-1.48  0.06 19.48],1.8791666666666667
452,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.32 -0.19 94.93],[ 3.69 -0.9  -2.24],[-0.81  0.04 19.36],1.8833333333333333
453,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.3  -0.19 94.92],[ 3.56 -0.65 -2.16],[-0.27  0.03 19.13],1.8875
454,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.29 -0.2  94.91],[ 3.42 -0.41 -2.09],[ 0.19  0.02 18.92],1.8916666666666666
455,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.27 -0.2  94.9 ],[ 3.28 -0.2  -2.01],[ 0.85  0.   18.61],1.8958333333333333
456,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.26 -0.2  94.89],[ 3.14 -0.   -1.93],[ 1.200e+00 -1.000e-02  1.836e+01],1.9
457,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.25 -0.2  94.88],[ 2.99  0.18 -1.84],[ 1.650e+00 -1.000e-02  1.811e+01],1.9041666666666666
